[2020-09-05 18:42:23 RayTracerMainProgram.py:859 -             <module>() ] 3.6.9 |Intel Corporation| (default, Sep 11 2019, 16:40:08) 
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000452
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000451
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000452
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000458
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000457
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.037426
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000614
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000610
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000609
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000089
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000611
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000603
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000582
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000577
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000580
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000578
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000573
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000563
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000563
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000565
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000574
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000528
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000512
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000497
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000488
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000487
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000484
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000473
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000470
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000478
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000476
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000465
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000463
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000466
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000467
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000458
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000463
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000464
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000093
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000462
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000465
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000459
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000092
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000453
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000086
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000453
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000463
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000458
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000456
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000455
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000452
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000448
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000454
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000453
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000450
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:616 -       mesh_singleray() ] Time doing conestepping 0.037576
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000613
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000096
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000611
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000090
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000608
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000094
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000609
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000604
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000593
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000092
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000585
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000087
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000584
[2020-09-05 18:42:35 Rays.py:1086 -         conestepping() ] Time storing cone positions 0.000088
[2020-09-05 18:42:35 Rays.py:1047 -         conestepping() ] time checking for doubles and duplicates in cone list 0.000579
